run_id,extension_id,country_id,policy_id,policy_variant_id,scenario_id,regime_id,baseline_gmi_version,v_baseline,cost_gross_gdp_baseline,crosses_v1_baseline,crosses_v1_10_baseline,debt_guardrail_pass_baseline,baseline_cell_result_class,baseline_country_policy_result_class,historical_tax_class_baseline,historical_tax_borderline_baseline,historical_total_revenue_class_baseline,historical_total_revenue_borderline_baseline,policy_rank_baseline,primary_five_policy_rank_baseline,v_micro,cost_gross_gdp_micro,crosses_v1_micro,crosses_v1_10_micro,debt_guardrail_pass_micro,micro_cell_result_class,micro_country_policy_result_class,historical_tax_class_micro,historical_tax_borderline_micro,historical_total_revenue_class_micro,historical_total_revenue_borderline_micro,policy_rank_micro,primary_five_policy_rank_micro,micro_gmi_version,delta_v,class_changed_flag,country_policy_class_changed_flag,policy_rank_changed_flag,primary_five_policy_rank_changed_flag,crosses_v1_changed_flag,crosses_v1_10_changed_flag,debt_guardrail_changed_flag,run_type,extension_type,parameter_set_id,baseline_parameter_set_id,baseline_dataset_version,extension_input_snapshot_id
official_4c_gmimicro_per_pip_line_correction_baseline_official_v3,GMI_MICRODATA_STRONG_PER_PIP_LINE_CORRECTION_2026_07_10,PER,GMI,GMI:GMI_ideal_aggregate,low,r0,GMI_ideal_aggregate,-0.1206016483482565,0.0278720820620802,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,5,4.0,-0.1307102666972512,0.025716564769700963,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,5,4.0,GMI_ideal_microdata_income_pip_ppp_8_30_line,-0.010108618348994694,False,False,False,False,False,False,False,robustness,post_baseline_robustness_extension_new_input_series,robustness-gmimicro-per-v2,baseline-official-v3,v1.0.1-official-4c,robustness-gmimicro-per-v1
official_4c_gmimicro_per_pip_line_correction_baseline_official_v3,GMI_MICRODATA_STRONG_PER_PIP_LINE_CORRECTION_2026_07_10,PER,GMI,GMI:GMI_loaded_aggregate,low,r0,GMI_loaded_aggregate,-0.0804010988988376,0.0418081230931203,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,4,,-0.08714017779816748,0.038574847154551443,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,4,,GMI_loaded_microdata_income_pip_ppp_8_30_line,-0.00673907889932987,False,False,False,False,False,False,False,robustness,post_baseline_robustness_extension_new_input_series,robustness-gmimicro-per-v2,baseline-official-v3,v1.0.1-official-4c,robustness-gmimicro-per-v1
official_4c_gmimicro_per_pip_line_correction_baseline_official_v3,GMI_MICRODATA_STRONG_PER_PIP_LINE_CORRECTION_2026_07_10,PER,GMI,GMI:GMI_ideal_aggregate,low,r1,GMI_ideal_aggregate,-0.1182439855742599,0.0278720820620802,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,5,4.0,-0.1281549887703577,0.025716564769700963,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,5,4.0,GMI_ideal_microdata_income_pip_ppp_8_30_line,-0.009911003196097792,False,False,False,False,False,False,False,robustness,post_baseline_robustness_extension_new_input_series,robustness-gmimicro-per-v2,baseline-official-v3,v1.0.1-official-4c,robustness-gmimicro-per-v1
official_4c_gmimicro_per_pip_line_correction_baseline_official_v3,GMI_MICRODATA_STRONG_PER_PIP_LINE_CORRECTION_2026_07_10,PER,GMI,GMI:GMI_loaded_aggregate,low,r1,GMI_loaded_aggregate,-0.0788293237161733,0.0418081230931203,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,4,,-0.08543665918023846,0.038574847154551443,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,4,,GMI_loaded_microdata_income_pip_ppp_8_30_line,-0.006607335464065167,False,False,False,False,False,False,False,robustness,post_baseline_robustness_extension_new_input_series,robustness-gmimicro-per-v2,baseline-official-v3,v1.0.1-official-4c,robustness-gmimicro-per-v1
official_4c_gmimicro_per_pip_line_correction_baseline_official_v3,GMI_MICRODATA_STRONG_PER_PIP_LINE_CORRECTION_2026_07_10,PER,GMI,GMI:GMI_ideal_aggregate,low,r2,GMI_ideal_aggregate,-0.1177423446937501,0.0278720820620802,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,5,4.0,-0.1276113012322874,0.025716564769700963,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,5,4.0,GMI_ideal_microdata_income_pip_ppp_8_30_line,-0.009868956538537296,False,False,False,False,False,False,False,robustness,post_baseline_robustness_extension_new_input_series,robustness-gmimicro-per-v2,baseline-official-v3,v1.0.1-official-4c,robustness-gmimicro-per-v1
official_4c_gmimicro_per_pip_line_correction_baseline_official_v3,GMI_MICRODATA_STRONG_PER_PIP_LINE_CORRECTION_2026_07_10,PER,GMI,GMI:GMI_loaded_aggregate,low,r2,GMI_loaded_aggregate,-0.0784948964625001,0.0418081230931203,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,4,,-0.08507420082152493,0.038574847154551443,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,4,,GMI_loaded_microdata_income_pip_ppp_8_30_line,-0.006579304359024832,False,False,False,False,False,False,False,robustness,post_baseline_robustness_extension_new_input_series,robustness-gmimicro-per-v2,baseline-official-v3,v1.0.1-official-4c,robustness-gmimicro-per-v1
official_4c_gmimicro_per_pip_line_correction_baseline_official_v3,GMI_MICRODATA_STRONG_PER_PIP_LINE_CORRECTION_2026_07_10,PER,GMI,GMI:GMI_ideal_aggregate,low,r3,GMI_ideal_aggregate,-0.1202932778786983,0.0278720820620802,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,5,4.0,-0.13037604915653306,0.025716564769700963,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,5,4.0,GMI_ideal_microdata_income_pip_ppp_8_30_line,-0.01008277127783476,False,False,False,False,False,False,False,robustness,post_baseline_robustness_extension_new_input_series,robustness-gmimicro-per-v2,baseline-official-v3,v1.0.1-official-4c,robustness-gmimicro-per-v1
official_4c_gmimicro_per_pip_line_correction_baseline_official_v3,GMI_MICRODATA_STRONG_PER_PIP_LINE_CORRECTION_2026_07_10,PER,GMI,GMI:GMI_loaded_aggregate,low,r3,GMI_loaded_aggregate,-0.0801955185857988,0.0418081230931203,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,4,,-0.08691736610435537,0.038574847154551443,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,4,,GMI_loaded_microdata_income_pip_ppp_8_30_line,-0.006721847518556562,False,False,False,False,False,False,False,robustness,post_baseline_robustness_extension_new_input_series,robustness-gmimicro-per-v2,baseline-official-v3,v1.0.1-official-4c,robustness-gmimicro-per-v1
official_4c_gmimicro_per_pip_line_correction_baseline_official_v3,GMI_MICRODATA_STRONG_PER_PIP_LINE_CORRECTION_2026_07_10,PER,GMI,GMI:GMI_ideal_aggregate,low,r4,GMI_ideal_aggregate,-0.1149469751141408,0.0278720820620802,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,5,4.0,-0.1245816286840896,0.025716564769700963,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,5,4.0,GMI_ideal_microdata_income_pip_ppp_8_30_line,-0.009634653569948803,False,False,False,False,False,False,False,robustness,post_baseline_robustness_extension_new_input_series,robustness-gmimicro-per-v2,baseline-official-v3,v1.0.1-official-4c,robustness-gmimicro-per-v1
official_4c_gmimicro_per_pip_line_correction_baseline_official_v3,GMI_MICRODATA_STRONG_PER_PIP_LINE_CORRECTION_2026_07_10,PER,GMI,GMI:GMI_loaded_aggregate,low,r4,GMI_loaded_aggregate,-0.0766313167427605,0.0418081230931203,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,4,,-0.0830544191227264,0.038574847154551443,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,4,,GMI_loaded_microdata_income_pip_ppp_8_30_line,-0.006423102379965906,False,False,False,False,False,False,False,robustness,post_baseline_robustness_extension_new_input_series,robustness-gmimicro-per-v2,baseline-official-v3,v1.0.1-official-4c,robustness-gmimicro-per-v1
official_4c_gmimicro_per_pip_line_correction_baseline_official_v3,GMI_MICRODATA_STRONG_PER_PIP_LINE_CORRECTION_2026_07_10,PER,GMI,GMI:GMI_ideal_aggregate,mid,r0,GMI_ideal_aggregate,-0.0525921743988333,0.0278720820620802,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,6,5.0,-0.057000358088051276,0.025716564769700963,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,6,5.0,GMI_ideal_microdata_income_pip_ppp_8_30_line,-0.004408183689217977,False,False,False,False,False,False,False,robustness,post_baseline_robustness_extension_new_input_series,robustness-gmimicro-per-v2,baseline-official-v3,v1.0.1-official-4c,robustness-gmimicro-per-v1
official_4c_gmimicro_per_pip_line_correction_baseline_official_v3,GMI_MICRODATA_STRONG_PER_PIP_LINE_CORRECTION_2026_07_10,PER,GMI,GMI:GMI_loaded_aggregate,mid,r0,GMI_loaded_aggregate,-0.0350614495992222,0.0418081230931203,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,5,,-0.038000238725367515,0.038574847154551443,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,5,,GMI_loaded_microdata_income_pip_ppp_8_30_line,-0.0029387891261453136,False,False,False,False,False,False,False,robustness,post_baseline_robustness_extension_new_input_series,robustness-gmimicro-per-v2,baseline-official-v3,v1.0.1-official-4c,robustness-gmimicro-per-v1
official_4c_gmimicro_per_pip_line_correction_baseline_official_v3,GMI_MICRODATA_STRONG_PER_PIP_LINE_CORRECTION_2026_07_10,PER,GMI,GMI:GMI_ideal_aggregate,mid,r1,GMI_ideal_aggregate,-0.0464766449646969,0.0278720820620802,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,6,5.0,-0.05037223571759597,0.025716564769700963,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,6,5.0,GMI_ideal_microdata_income_pip_ppp_8_30_line,-0.003895590752899067,False,False,False,False,False,False,False,robustness,post_baseline_robustness_extension_new_input_series,robustness-gmimicro-per-v2,baseline-official-v3,v1.0.1-official-4c,robustness-gmimicro-per-v1
official_4c_gmimicro_per_pip_line_correction_baseline_official_v3,GMI_MICRODATA_STRONG_PER_PIP_LINE_CORRECTION_2026_07_10,PER,GMI,GMI:GMI_loaded_aggregate,mid,r1,GMI_loaded_aggregate,-0.0309844299764646,0.0418081230931203,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,5,,-0.03358149047839732,0.038574847154551443,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,5,,GMI_loaded_microdata_income_pip_ppp_8_30_line,-0.0025970605019327193,False,False,False,False,False,False,False,robustness,post_baseline_robustness_extension_new_input_series,robustness-gmimicro-per-v2,baseline-official-v3,v1.0.1-official-4c,robustness-gmimicro-per-v1
official_4c_gmimicro_per_pip_line_correction_baseline_official_v3,GMI_MICRODATA_STRONG_PER_PIP_LINE_CORRECTION_2026_07_10,PER,GMI,GMI:GMI_ideal_aggregate,mid,r2,GMI_ideal_aggregate,-0.042648285425488,0.0278720820620802,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,6,5.0,-0.046222989805649935,0.025716564769700963,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,6,5.0,GMI_ideal_microdata_income_pip_ppp_8_30_line,-0.0035747043801619346,False,False,False,False,False,False,False,robustness,post_baseline_robustness_extension_new_input_series,robustness-gmimicro-per-v2,baseline-official-v3,v1.0.1-official-4c,robustness-gmimicro-per-v1
official_4c_gmimicro_per_pip_line_correction_baseline_official_v3,GMI_MICRODATA_STRONG_PER_PIP_LINE_CORRECTION_2026_07_10,PER,GMI,GMI:GMI_loaded_aggregate,mid,r2,GMI_loaded_aggregate,-0.0284321902836587,0.0418081230931203,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,5,,-0.03081532653709996,0.038574847154551443,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,5,,GMI_loaded_microdata_income_pip_ppp_8_30_line,-0.0023831362534412585,False,False,False,False,False,False,False,robustness,post_baseline_robustness_extension_new_input_series,robustness-gmimicro-per-v2,baseline-official-v3,v1.0.1-official-4c,robustness-gmimicro-per-v1
official_4c_gmimicro_per_pip_line_correction_baseline_official_v3,GMI_MICRODATA_STRONG_PER_PIP_LINE_CORRECTION_2026_07_10,PER,GMI,GMI:GMI_ideal_aggregate,mid,r3,GMI_ideal_aggregate,-0.0534236826727717,0.0278720820620802,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,6,5.0,-0.057901561925113275,0.025716564769700963,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,6,5.0,GMI_ideal_microdata_income_pip_ppp_8_30_line,-0.004477879252341575,False,False,False,False,False,False,False,robustness,post_baseline_robustness_extension_new_input_series,robustness-gmimicro-per-v2,baseline-official-v3,v1.0.1-official-4c,robustness-gmimicro-per-v1
official_4c_gmimicro_per_pip_line_correction_baseline_official_v3,GMI_MICRODATA_STRONG_PER_PIP_LINE_CORRECTION_2026_07_10,PER,GMI,GMI:GMI_loaded_aggregate,mid,r3,GMI_loaded_aggregate,-0.0356157884485144,0.0418081230931203,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,5,,-0.038601041283408855,0.038574847154551443,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,5,,GMI_loaded_microdata_income_pip_ppp_8_30_line,-0.002985252834894453,False,False,False,False,False,False,False,robustness,post_baseline_robustness_extension_new_input_series,robustness-gmimicro-per-v2,baseline-official-v3,v1.0.1-official-4c,robustness-gmimicro-per-v1
official_4c_gmimicro_per_pip_line_correction_baseline_official_v3,GMI_MICRODATA_STRONG_PER_PIP_LINE_CORRECTION_2026_07_10,PER,GMI,GMI:GMI_ideal_aggregate,mid,r4,GMI_ideal_aggregate,-0.0310475854881461,0.0278720820620802,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,6,5.0,-0.03364993957414641,0.025716564769700963,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,6,5.0,GMI_ideal_microdata_income_pip_ppp_8_30_line,-0.0026023540860003087,False,False,False,False,False,False,False,robustness,post_baseline_robustness_extension_new_input_series,robustness-gmimicro-per-v2,baseline-official-v3,v1.0.1-official-4c,robustness-gmimicro-per-v1
official_4c_gmimicro_per_pip_line_correction_baseline_official_v3,GMI_MICRODATA_STRONG_PER_PIP_LINE_CORRECTION_2026_07_10,PER,GMI,GMI:GMI_loaded_aggregate,mid,r4,GMI_loaded_aggregate,-0.0206983903254307,0.0418081230931203,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,5,,-0.022433293049430942,0.038574847154551443,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,5,,GMI_loaded_microdata_income_pip_ppp_8_30_line,-0.0017349027240002417,False,False,False,False,False,False,False,robustness,post_baseline_robustness_extension_new_input_series,robustness-gmimicro-per-v2,baseline-official-v3,v1.0.1-official-4c,robustness-gmimicro-per-v1
official_4c_gmimicro_per_pip_line_correction_baseline_official_v3,GMI_MICRODATA_STRONG_PER_PIP_LINE_CORRECTION_2026_07_10,PER,GMI,GMI:GMI_ideal_aggregate,stress,r0,GMI_ideal_aggregate,0.1347914754936483,0.0278720820620802,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,2,2.0,0.14608946023203734,0.025716564769700963,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,2,2.0,GMI_ideal_microdata_income_pip_ppp_8_30_line,0.011297984738389028,False,False,False,False,False,False,False,robustness,post_baseline_robustness_extension_new_input_series,robustness-gmimicro-per-v2,baseline-official-v3,v1.0.1-official-4c,robustness-gmimicro-per-v1
official_4c_gmimicro_per_pip_line_correction_baseline_official_v3,GMI_MICRODATA_STRONG_PER_PIP_LINE_CORRECTION_2026_07_10,PER,GMI,GMI:GMI_loaded_aggregate,stress,r0,GMI_loaded_aggregate,0.0898609836624322,0.0418081230931203,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,4,,0.09739297348802489,0.038574847154551443,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,4,,GMI_loaded_microdata_income_pip_ppp_8_30_line,0.007531989825592694,False,False,False,False,False,False,False,robustness,post_baseline_robustness_extension_new_input_series,robustness-gmimicro-per-v2,baseline-official-v3,v1.0.1-official-4c,robustness-gmimicro-per-v1
official_4c_gmimicro_per_pip_line_correction_baseline_official_v3,GMI_MICRODATA_STRONG_PER_PIP_LINE_CORRECTION_2026_07_10,PER,GMI,GMI:GMI_ideal_aggregate,stress,r1,GMI_ideal_aggregate,0.1512047152864849,0.0278720820620802,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,2,2.0,0.16387842895734436,0.025716564769700963,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,2,2.0,GMI_ideal_microdata_income_pip_ppp_8_30_line,0.012673713670859454,False,False,False,False,False,False,False,robustness,post_baseline_robustness_extension_new_input_series,robustness-gmimicro-per-v2,baseline-official-v3,v1.0.1-official-4c,robustness-gmimicro-per-v1
official_4c_gmimicro_per_pip_line_correction_baseline_official_v3,GMI_MICRODATA_STRONG_PER_PIP_LINE_CORRECTION_2026_07_10,PER,GMI,GMI:GMI_loaded_aggregate,stress,r1,GMI_loaded_aggregate,0.1008031435243233,0.0418081230931203,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,4,,0.10925228597156292,0.038574847154551443,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,4,,GMI_loaded_microdata_income_pip_ppp_8_30_line,0.008449142447239613,False,False,False,False,False,False,False,robustness,post_baseline_robustness_extension_new_input_series,robustness-gmimicro-per-v2,baseline-official-v3,v1.0.1-official-4c,robustness-gmimicro-per-v1
official_4c_gmimicro_per_pip_line_correction_baseline_official_v3,GMI_MICRODATA_STRONG_PER_PIP_LINE_CORRECTION_2026_07_10,PER,GMI,GMI:GMI_ideal_aggregate,stress,r2,GMI_ideal_aggregate,0.1642411067301849,0.0278720820620802,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,2,2.0,0.17800750783572958,0.025716564769700963,False,False,False,not_feasible,not_feasible,fiscally_ordinary,False,fiscally_ordinary,False,2,2.0,GMI_ideal_microdata_income_pip_ppp_8_30_line,0.013766401105544668,False,False,False,False,False,False,False,robustness,post_baseline_robustness_extension_new_input_series,robustness-gmimicro-per-v2,baseline-official-v3,v1.0.1-official-4c,robustness-gmimicro-per-v1
