parameter_set_id,assumption_id,parameter_name,country_id,policy_id,scenario_id,regime_id,parameter_value,distribution,draw_rule,notes
baseline-official-v2,A4A_CHL_E_PROD,E_prod,CHL,,,,0.11,bounded_PERT,declared,LAC fallback; is_lac_fallback=TRUE for official 4C until country occupation exposure is available.
baseline-official-v2,A4A_CHL_E_AUTO,E_auto,CHL,,,,0.035,bounded_PERT,declared,LAC automation-risk anchor.
baseline-official-v2,A4A_CHL_M_M,m_M,CHL,,,,0.41193796880047395,fixed_derived,0_to_1,"imports_GDP_share/final_consumption_GDP_share capped [0,1]"
baseline-official-v2,A4A_CHL_THETA_R_DOM,theta_R_dom,CHL,,,,0.588062031199526,fixed_derived,0_to_1,theta_R_dom anchored to (1-m_M) by author-review convention.
baseline-official-v2,A4A_CHL_TAU_AVAILABLE_FROZEN_R0_NOTE,tau_available_frozen_r0_note,CHL,,,,1.0,fixed_note,declared,Disposable tax rates are frozen at r0 in the consumption chain; favorable second-order bias for r>=1 is declared.
baseline-official-v2,A4A_COL_A_AIPI_TOTAL,A_aipi_total,COL,,,,0.489494,fixed_observed,0_to_1,observed AIPI carried to 2024
baseline-official-v2,A4A_COL_GAP_EXCLUDED_INDICATORS,Gap_excluded_indicators,COL,,,,0.23850844421210804,fixed_observed,0_to_1,"gap_index = 1 - average(normalized LTE coverage, fixed speed, mobile speed); excluded indicators verified against AIPI note"
baseline-official-v2,A4A_COL_I_ADOPT_INFORMALITY,I_adopt_informality,COL,,,,0.56143,fixed_observed,0_to_1,country-specific informality anchor
baseline-official-v2,A4A_COL_Q_USE_TARGET,q_use_target,COL,,,,0.11025500105222721,bounded_PERT,0_to_1,OECD-Eurostat benchmark adoption average scaled by country AIPI relative to benchmark AIPI; support +/-30%.
baseline-official-v2,A4A_COL_Q_BAR,q_bar,COL,,,,0.600030777893946,derived_bounded_PERT,0_to_1,1 - omega_I*I - omega_G*Gap
baseline-official-v2,A4A_COL_Q_USE_TARGET_ADJ,q_use_target_adj,COL,,,,0.11025500105222721,derived_bounded_PERT,0_to_1,Target projected to interior support
baseline-official-v2,A4A_COL_Q_PROD_T0,q_prod_t0,COL,,,,0.11025500105222721,derived_bounded_PERT,0_to_1,Initial condition q_prod_t0=q_use_target_adj
baseline-official-v2,A4A_COL_MU_T0_DERIVED_NOT_FREE,mu_t0_derived_not_free,COL,,,,-1.5806765916702576,fixed_derived,declared,"Derived by logit inversion; primitive is q_use_target, not mu"
baseline-official-v2,A4A_COL_LABOR_SHARE,labor_share,COL,,,,0.4952113628387451,fixed_observed,0_to_1,country-specific PWT labsh
baseline-official-v2,A4A_COL_TAU_L_EFF,tau_L_eff,COL,,,,0.06452914158536067,fixed_derived,0_to_1,(PIT_GDP+social_contrib_GDP)/labor_share_GDP
baseline-official-v2,A4A_COL_TAU_K_EFF,tau_K_eff,COL,,,,0.1065034343683816,fixed_derived,0_to_1,CIT_GDP/(1-labor_share)
baseline-official-v2,A4A_COL_TAU_C_EFF,tau_C_eff,COL,,,,0.06394529573605691,fixed_derived,0_to_1,VAT_GDP/final_consumption_GDP_share
baseline-official-v2,A4A_COL_E_PROD,E_prod,COL,,,,0.11,bounded_PERT,declared,LAC fallback; is_lac_fallback=TRUE for official 4C until country occupation exposure is available.
baseline-official-v2,A4A_COL_E_AUTO,E_auto,COL,,,,0.035,bounded_PERT,declared,LAC automation-risk anchor.
baseline-official-v2,A4A_COL_M_M,m_M,COL,,,,0.23079944059593502,fixed_derived,0_to_1,"imports_GDP_share/final_consumption_GDP_share capped [0,1]"
baseline-official-v2,A4A_COL_THETA_R_DOM,theta_R_dom,COL,,,,0.769200559404065,fixed_derived,0_to_1,theta_R_dom anchored to (1-m_M) by author-review convention.
baseline-official-v2,A4A_COL_TAU_AVAILABLE_FROZEN_R0_NOTE,tau_available_frozen_r0_note,COL,,,,1.0,fixed_note,declared,Disposable tax rates are frozen at r0 in the consumption chain; favorable second-order bias for r>=1 is declared.
baseline-official-v2,A4A_MEX_A_AIPI_TOTAL,A_aipi_total,MEX,,,,0.532044,fixed_observed,0_to_1,observed AIPI carried to 2024
baseline-official-v2,A4A_MEX_GAP_EXCLUDED_INDICATORS,Gap_excluded_indicators,MEX,,,,0.3512321314632644,fixed_observed,0_to_1,"gap_index = 1 - average(normalized LTE coverage, fixed speed, mobile speed); excluded indicators verified against AIPI note"
baseline-official-v2,A4A_MEX_I_ADOPT_INFORMALITY,I_adopt_informality,MEX,,,,0.50592,fixed_observed,0_to_1,country-specific informality anchor
baseline-official-v2,A4A_MEX_Q_USE_TARGET,q_use_target,MEX,,,,0.11983908235817226,bounded_PERT,0_to_1,OECD-Eurostat benchmark adoption average scaled by country AIPI relative to benchmark AIPI; support +/-30%.
baseline-official-v2,A4A_MEX_Q_BAR,q_bar,MEX,,,,0.5714239342683678,derived_bounded_PERT,0_to_1,1 - omega_I*I - omega_G*Gap
baseline-official-v2,A4A_MEX_Q_USE_TARGET_ADJ,q_use_target_adj,MEX,,,,0.11983908235817226,derived_bounded_PERT,0_to_1,Target projected to interior support
baseline-official-v2,A4A_MEX_Q_PROD_T0,q_prod_t0,MEX,,,,0.11983908235817226,derived_bounded_PERT,0_to_1,Initial condition q_prod_t0=q_use_target_adj
baseline-official-v2,A4A_MEX_MU_T0_DERIVED_NOT_FREE,mu_t0_derived_not_free,MEX,,,,-1.4300813603093334,fixed_derived,declared,"Derived by logit inversion; primitive is q_use_target, not mu"
baseline-official-v2,A4A_MEX_LABOR_SHARE,labor_share,MEX,,,,0.3602636754512787,fixed_observed,0_to_1,country-specific PWT labsh
baseline-official-v2,A4A_MEX_TAU_L_EFF,tau_L_eff,MEX,,,,0.17874025728691667,fixed_derived,0_to_1,(PIT_GDP+social_contrib_GDP)/labor_share_GDP
baseline-official-v2,A4A_MEX_TAU_K_EFF,tau_K_eff,MEX,,,,0.0585849305740002,fixed_derived,0_to_1,CIT_GDP/(1-labor_share)
baseline-official-v2,A4A_MEX_TAU_C_EFF,tau_C_eff,MEX,,,,0.05044454280782222,fixed_derived,0_to_1,VAT_GDP/final_consumption_GDP_share
baseline-official-v2,A4A_MEX_E_PROD,E_prod,MEX,,,,0.11,bounded_PERT,declared,LAC fallback; is_lac_fallback=TRUE for official 4C until country occupation exposure is available.
baseline-official-v2,A4A_MEX_E_AUTO,E_auto,MEX,,,,0.035,bounded_PERT,declared,LAC automation-risk anchor.
baseline-official-v2,A4A_MEX_M_M,m_M,MEX,,,,0.4634474210605287,fixed_derived,0_to_1,"imports_GDP_share/final_consumption_GDP_share capped [0,1]"
baseline-official-v2,A4A_MEX_THETA_R_DOM,theta_R_dom,MEX,,,,0.5365525789394713,fixed_derived,0_to_1,theta_R_dom anchored to (1-m_M) by author-review convention.
baseline-official-v2,A4A_MEX_TAU_AVAILABLE_FROZEN_R0_NOTE,tau_available_frozen_r0_note,MEX,,,,1.0,fixed_note,declared,Disposable tax rates are frozen at r0 in the consumption chain; favorable second-order bias for r>=1 is declared.
baseline-official-v2,OFFICIAL_V2_phi_Y_nom_high_GLOBAL_high__,phi_Y_nom_high,,,high,,0.0038013043701647,derived_bounded_PERT,declared,"phi_high_Y (0.00380) < phi_mid (0.00425) por el puente LP->Y del propio paper (ecuación de midpoints); los labels de escenario están disciplinados por fuente, NO son monótonos en phi_Y; toda tabla reporta phi_high_LP y phi_high_Y juntos; la cláusula de clase 'cruza solo en high' es inerte de facto en el determinístico."
baseline-official-v2,OFFICIAL_V2_phi_raw_high_GLOBAL_high__,phi_raw_high,,,high,,0.0085,bounded_PERT,declared,Raw source-unit AI shock. Nominal GDP-equivalent value is derived separately.
baseline-official-v2,OFFICIAL_V2_pi_AI_Y_high_GLOBAL_high__,pi_AI_Y_high,,,high,,0.0,fixed,declared,Nominal bridge is multiplicative; baseline sets explicit AI price wedge to zero.
baseline-official-v2,OFFICIAL_V2_kappa_TFP_to_Y_low_GLOBAL_low__,kappa_TFP_to_Y_low,,,low,,1.0,fixed,declared,TFP/Y shocks use identity bridge; LP high scenario uses observed Peru labor share as conservative output bridge.
baseline-official-v2,OFFICIAL_V2_phi_Y_nom_low_GLOBAL_low__,phi_Y_nom_low,,,low,,0.0004999999999999,derived_bounded_PERT,declared,Derived for calibration only; no economic result is computed in Etapa 3A.
baseline-official-v2,OFFICIAL_V2_phi_raw_low_GLOBAL_low__,phi_raw_low,,,low,,0.0005,bounded_PERT,declared,Raw source-unit AI shock. Nominal GDP-equivalent value is derived separately.
baseline-official-v2,OFFICIAL_V2_pi_AI_Y_low_GLOBAL_low__,pi_AI_Y_low,,,low,,0.0,fixed,declared,Nominal bridge is multiplicative; baseline sets explicit AI price wedge to zero.
baseline-official-v2,OFFICIAL_V2_kappa_TFP_to_Y_mid_GLOBAL_mid__,kappa_TFP_to_Y_mid,,,mid,,1.0,fixed,declared,TFP/Y shocks use identity bridge; LP high scenario uses observed Peru labor share as conservative output bridge.
baseline-official-v2,OFFICIAL_V2_phi_Y_nom_mid_GLOBAL_mid__,phi_Y_nom_mid,,,mid,,0.00425,derived_bounded_PERT,declared,Derived for calibration only; no economic result is computed in Etapa 3A.
baseline-official-v2,OFFICIAL_V2_phi_raw_mid_GLOBAL_mid__,phi_raw_mid,,,mid,,0.00425,bounded_PERT,declared,Raw source-unit AI shock. Nominal GDP-equivalent value is derived separately.
baseline-official-v2,OFFICIAL_V2_pi_AI_Y_mid_GLOBAL_mid__,pi_AI_Y_mid,,,mid,,0.0,fixed,declared,Nominal bridge is multiplicative; baseline sets explicit AI price wedge to zero.
baseline-official-v2,OFFICIAL_V2_kappa_Y_to_Y_stress_GLOBAL_stress__,kappa_Y_to_Y_stress,,,stress,,1.0,fixed,declared,TFP/Y shocks use identity bridge; LP high scenario uses observed Peru labor share as conservative output bridge.
baseline-official-v2,OFFICIAL_V2_phi_Y_nom_stress_GLOBAL_stress__,phi_Y_nom_stress,,,stress,,0.0149999999999999,derived_bounded_PERT,declared,Derived for calibration only; no economic result is computed in Etapa 3A.
baseline-official-v2,OFFICIAL_V2_phi_raw_stress_GLOBAL_stress__,phi_raw_stress,,,stress,,0.015,bounded_PERT,declared,Raw source-unit AI shock. Nominal GDP-equivalent value is derived separately.
baseline-official-v2,OFFICIAL_V2_pi_AI_Y_stress_GLOBAL_stress__,pi_AI_Y_stress,,,stress,,0.0,fixed,declared,Nominal bridge is multiplicative; baseline sets explicit AI price wedge to zero.
baseline-official-v2,OFFICIAL_V2_epsilon_ero_AI_r0_GLOBAL___r0,epsilon_ero_AI_r0,,,,r0,0.0,fixed,declared,Companion mandatory for any headline result relying on r>=1; Etapa 3A only registers the grid.
baseline-official-v2,OFFICIAL_V2_epsilon_ero_C_r0_GLOBAL___r0,epsilon_ero_C_r0,,,,r0,0.0,fixed,declared,Companion mandatory for any headline result relying on r>=1; Etapa 3A only registers the grid.
baseline-official-v2,OFFICIAL_V2_epsilon_ero_K_r0_GLOBAL___r0,epsilon_ero_K_r0,,,,r0,0.0,fixed,declared,Companion mandatory for any headline result relying on r>=1; Etapa 3A only registers the grid.
baseline-official-v2,OFFICIAL_V2_epsilon_ero_L_r0_GLOBAL___r0,epsilon_ero_L_r0,,,,r0,0.0,fixed,declared,Companion mandatory for any headline result relying on r>=1; Etapa 3A only registers the grid.
baseline-official-v2,OFFICIAL_V2_epsilon_ero_AI_r1_GLOBAL___r1,epsilon_ero_AI_r1,,,,r1,0.5,discrete_grid_or_bounded_PERT,declared,Companion mandatory for any headline result relying on r>=1; Etapa 3A only registers the grid.
baseline-official-v2,OFFICIAL_V2_epsilon_ero_C_r1_GLOBAL___r1,epsilon_ero_C_r1,,,,r1,0.5,discrete_grid_or_bounded_PERT,declared,Companion mandatory for any headline result relying on r>=1; Etapa 3A only registers the grid.
baseline-official-v2,OFFICIAL_V2_epsilon_ero_K_r1_GLOBAL___r1,epsilon_ero_K_r1,,,,r1,0.5,discrete_grid_or_bounded_PERT,declared,Companion mandatory for any headline result relying on r>=1; Etapa 3A only registers the grid.
baseline-official-v2,OFFICIAL_V2_epsilon_ero_L_r1_GLOBAL___r1,epsilon_ero_L_r1,,,,r1,0.5,discrete_grid_or_bounded_PERT,declared,Companion mandatory for any headline result relying on r>=1; Etapa 3A only registers the grid.
baseline-official-v2,OFFICIAL_V2_epsilon_ero_AI_r2_GLOBAL___r2,epsilon_ero_AI_r2,,,,r2,0.5,discrete_grid_or_bounded_PERT,declared,Companion mandatory for any headline result relying on r>=1; Etapa 3A only registers the grid.
baseline-official-v2,OFFICIAL_V2_epsilon_ero_C_r2_GLOBAL___r2,epsilon_ero_C_r2,,,,r2,0.5,discrete_grid_or_bounded_PERT,declared,Companion mandatory for any headline result relying on r>=1; Etapa 3A only registers the grid.
baseline-official-v2,OFFICIAL_V2_epsilon_ero_K_r2_GLOBAL___r2,epsilon_ero_K_r2,,,,r2,0.5,discrete_grid_or_bounded_PERT,declared,Companion mandatory for any headline result relying on r>=1; Etapa 3A only registers the grid.
baseline-official-v2,OFFICIAL_V2_epsilon_ero_L_r2_GLOBAL___r2,epsilon_ero_L_r2,,,,r2,0.5,discrete_grid_or_bounded_PERT,declared,Companion mandatory for any headline result relying on r>=1; Etapa 3A only registers the grid.
baseline-official-v2,OFFICIAL_V2_epsilon_ero_AI_r3_GLOBAL___r3,epsilon_ero_AI_r3,,,,r3,0.5,discrete_grid_or_bounded_PERT,declared,Companion mandatory for any headline result relying on r>=1; Etapa 3A only registers the grid.
baseline-official-v2,OFFICIAL_V2_epsilon_ero_C_r3_GLOBAL___r3,epsilon_ero_C_r3,,,,r3,0.5,discrete_grid_or_bounded_PERT,declared,Companion mandatory for any headline result relying on r>=1; Etapa 3A only registers the grid.
baseline-official-v2,OFFICIAL_V2_epsilon_ero_K_r3_GLOBAL___r3,epsilon_ero_K_r3,,,,r3,0.5,discrete_grid_or_bounded_PERT,declared,Companion mandatory for any headline result relying on r>=1; Etapa 3A only registers the grid.
baseline-official-v2,OFFICIAL_V2_epsilon_ero_L_r3_GLOBAL___r3,epsilon_ero_L_r3,,,,r3,0.5,discrete_grid_or_bounded_PERT,declared,Companion mandatory for any headline result relying on r>=1; Etapa 3A only registers the grid.
baseline-official-v2,OFFICIAL_V2_epsilon_ero_AI_r4_GLOBAL___r4,epsilon_ero_AI_r4,,,,r4,0.5,discrete_grid_or_bounded_PERT,declared,Companion mandatory for any headline result relying on r>=1; Etapa 3A only registers the grid.
baseline-official-v2,OFFICIAL_V2_epsilon_ero_C_r4_GLOBAL___r4,epsilon_ero_C_r4,,,,r4,0.5,discrete_grid_or_bounded_PERT,declared,Companion mandatory for any headline result relying on r>=1; Etapa 3A only registers the grid.
baseline-official-v2,OFFICIAL_V2_epsilon_ero_K_r4_GLOBAL___r4,epsilon_ero_K_r4,,,,r4,0.5,discrete_grid_or_bounded_PERT,declared,Companion mandatory for any headline result relying on r>=1; Etapa 3A only registers the grid.
baseline-official-v2,OFFICIAL_V2_epsilon_ero_L_r4_GLOBAL___r4,epsilon_ero_L_r4,,,,r4,0.5,discrete_grid_or_bounded_PERT,declared,Companion mandatory for any headline result relying on r>=1; Etapa 3A only registers the grid.
baseline-official-v2,OFFICIAL_V2_lambda_AI_high_GLOBAL_high__,lambda_AI_high,,,high,,0.06,bounded_PERT,declared,"AI-rent share is an economic scenario object, not regime-indexed. Subset convention is used, so lambda_AI_Kbase mirrors this value."
baseline-official-v2,OFFICIAL_V2_lambda_AI_low_GLOBAL_low__,lambda_AI_low,,,low,,0.0,bounded_PERT,declared,"AI-rent share is an economic scenario object, not regime-indexed. Subset convention is used, so lambda_AI_Kbase mirrors this value."
baseline-official-v2,OFFICIAL_V2_lambda_AI_mid_GLOBAL_mid__,lambda_AI_mid,,,mid,,0.03,bounded_PERT,declared,"AI-rent share is an economic scenario object, not regime-indexed. Subset convention is used, so lambda_AI_Kbase mirrors this value."
baseline-official-v2,OFFICIAL_V2_lambda_AI_stress_GLOBAL_stress__,lambda_AI_stress,,,stress,,0.1,bounded_PERT,declared,"AI-rent share is an economic scenario object, not regime-indexed. Subset convention is used, so lambda_AI_Kbase mirrors this value."
baseline-official-v2,OFFICIAL_V2_lambda_AI_Kbase_high_GLOBAL_high__,lambda_AI_Kbase_high,,,high,,0.06,derived_bounded_PERT,declared,Netting field for omega_K_net. This prevents counting the same AI rents in capital and AI-rent channels.
baseline-official-v2,OFFICIAL_V2_lambda_AI_Kbase_low_GLOBAL_low__,lambda_AI_Kbase_low,,,low,,0.0,derived_bounded_PERT,declared,Netting field for omega_K_net. This prevents counting the same AI rents in capital and AI-rent channels.
baseline-official-v2,OFFICIAL_V2_lambda_AI_Kbase_mid_GLOBAL_mid__,lambda_AI_Kbase_mid,,,mid,,0.03,derived_bounded_PERT,declared,Netting field for omega_K_net. This prevents counting the same AI rents in capital and AI-rent channels.
baseline-official-v2,OFFICIAL_V2_lambda_AI_Kbase_stress_GLOBAL_stress__,lambda_AI_Kbase_stress,,,stress,,0.1,derived_bounded_PERT,declared,Netting field for omega_K_net. This prevents counting the same AI rents in capital and AI-rent channels.
baseline-official-v2,OFFICIAL_V2_base_broadening_delta_r0_GLOBAL___r0,base_broadening_delta_r0,,,,r0,0.0,fixed,declared,Registered for regime audit. Primary effective-rate convention does not apply base-side and rate-side margins twice.
baseline-official-v2,OFFICIAL_V2_leakage_multiplier_r0_GLOBAL___r0,leakage_multiplier_r0,,,,r0,1.0,fixed,declared,Only a pre-run ordered scalar for later engine use; leakage is not subtracted here.
baseline-official-v2,OFFICIAL_V2_tau_AI_eff_r0_GLOBAL___r0,tau_AI_eff_r0,,,,r0,0.0,fixed,declared,Status quo and non-rent regimes have zero AI rent capture.
baseline-official-v2,OFFICIAL_V2_tau_C_relative_delta_r0_GLOBAL___r0,tau_C_relative_delta_r0,,,,r0,0.0,fixed,declared,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.
baseline-official-v2,OFFICIAL_V2_tau_K_relative_delta_r0_GLOBAL___r0,tau_K_relative_delta_r0,,,,r0,0.0,fixed,declared,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.
baseline-official-v2,OFFICIAL_V2_tau_L_relative_delta_r0_GLOBAL___r0,tau_L_relative_delta_r0,,,,r0,0.0,fixed,declared,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.
baseline-official-v2,OFFICIAL_V2_base_broadening_delta_r1_GLOBAL___r1,base_broadening_delta_r1,,,,r1,0.05,bounded_PERT,declared,Registered for regime audit. Primary effective-rate convention does not apply base-side and rate-side margins twice.
baseline-official-v2,OFFICIAL_V2_leakage_multiplier_r1_GLOBAL___r1,leakage_multiplier_r1,,,,r1,0.75,bounded_PERT,declared,Only a pre-run ordered scalar for later engine use; leakage is not subtracted here.
baseline-official-v2,OFFICIAL_V2_tau_AI_eff_r1_GLOBAL___r1,tau_AI_eff_r1,,,,r1,0.0,fixed,declared,Status quo and non-rent regimes have zero AI rent capture.
baseline-official-v2,OFFICIAL_V2_tau_C_relative_delta_r1_GLOBAL___r1,tau_C_relative_delta_r1,,,,r1,0.1,bounded_PERT,declared,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.
baseline-official-v2,OFFICIAL_V2_tau_K_relative_delta_r1_GLOBAL___r1,tau_K_relative_delta_r1,,,,r1,0.1,bounded_PERT,declared,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.
baseline-official-v2,OFFICIAL_V2_tau_L_relative_delta_r1_GLOBAL___r1,tau_L_relative_delta_r1,,,,r1,0.1,bounded_PERT,declared,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.
baseline-official-v2,OFFICIAL_V2_base_broadening_delta_r2_GLOBAL___r2,base_broadening_delta_r2,,,,r2,0.1,bounded_PERT,declared,Registered for regime audit. Primary effective-rate convention does not apply base-side and rate-side margins twice.
baseline-official-v2,OFFICIAL_V2_leakage_multiplier_r2_GLOBAL___r2,leakage_multiplier_r2,,,,r2,0.75,bounded_PERT,declared,Only a pre-run ordered scalar for later engine use; leakage is not subtracted here.
baseline-official-v2,OFFICIAL_V2_tau_AI_eff_r2_GLOBAL___r2,tau_AI_eff_r2,,,,r2,0.0,fixed,declared,Status quo and non-rent regimes have zero AI rent capture.
baseline-official-v2,OFFICIAL_V2_tau_C_relative_delta_r2_GLOBAL___r2,tau_C_relative_delta_r2,,,,r2,0.15,bounded_PERT,declared,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.
baseline-official-v2,OFFICIAL_V2_tau_K_relative_delta_r2_GLOBAL___r2,tau_K_relative_delta_r2,,,,r2,0.15,bounded_PERT,declared,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.
baseline-official-v2,OFFICIAL_V2_tau_L_relative_delta_r2_GLOBAL___r2,tau_L_relative_delta_r2,,,,r2,0.15,bounded_PERT,declared,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.
baseline-official-v2,OFFICIAL_V2_base_broadening_delta_r3_GLOBAL___r3,base_broadening_delta_r3,,,,r3,0.05,bounded_PERT,declared,Registered for regime audit. Primary effective-rate convention does not apply base-side and rate-side margins twice.
baseline-official-v2,OFFICIAL_V2_leakage_multiplier_r3_GLOBAL___r3,leakage_multiplier_r3,,,,r3,0.9,bounded_PERT,declared,Only a pre-run ordered scalar for later engine use; leakage is not subtracted here.
baseline-official-v2,OFFICIAL_V2_tau_AI_eff_r3_GLOBAL___r3,tau_AI_eff_r3,,,,r3,0.05,bounded_PERT,declared,Status quo and non-rent regimes have zero AI rent capture.
baseline-official-v2,OFFICIAL_V2_tau_C_relative_delta_r3_GLOBAL___r3,tau_C_relative_delta_r3,,,,r3,0.0,bounded_PERT,declared,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.
baseline-official-v2,OFFICIAL_V2_tau_K_relative_delta_r3_GLOBAL___r3,tau_K_relative_delta_r3,,,,r3,0.0,bounded_PERT,declared,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.
baseline-official-v2,OFFICIAL_V2_tau_L_relative_delta_r3_GLOBAL___r3,tau_L_relative_delta_r3,,,,r3,0.0,bounded_PERT,declared,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.
baseline-official-v2,OFFICIAL_V2_base_broadening_delta_r4_GLOBAL___r4,base_broadening_delta_r4,,,,r4,0.2,bounded_PERT,declared,Registered for regime audit. Primary effective-rate convention does not apply base-side and rate-side margins twice.
baseline-official-v2,OFFICIAL_V2_leakage_multiplier_r4_GLOBAL___r4,leakage_multiplier_r4,,,,r4,0.5,bounded_PERT,declared,Only a pre-run ordered scalar for later engine use; leakage is not subtracted here.
