parameter_set_id,name,module,country_id,scenario_id,policy_id,regime_code,value_type,unit,baseline_value,low_value,high_value,support_type,source_id,formula_id,distribution,truncation_rule,primary_spec_flag,robustness_flag,stress_flag,double_counting_risk,double_counting_note,audit_status,notes,is_lac_fallback,assumption_id,dataset_version,build_id,created_at,created_by_script,author_approval_date,author_approval_note
baseline-official-v2,leakage_multiplier_r2,fiscal_regime,,,,r2,calibrated_parameter,relative_leakage_multiplier,0.75,0.6,0.9,calibrated_mechanical_reform_grid,PLAN_02_SEC_15_1,high_medium_low_leakage_order_encoded_as_multiplier,bounded_PERT,declared,True,False,False,leakage_vs_technology_shifting,leakage_vs_technology_shifting,author_approved,Only a pre-run ordered scalar for later engine use; leakage is not subtracted here.,False,OFFICIAL_V2_leakage_multiplier_r2_GLOBAL___r2,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.596058+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,tau_C_relative_delta_r2,fiscal_regime,,,,r2,calibrated_parameter,relative_delta_to_observed_effective_rate,0.15,0.1,0.25,calibrated_mechanical_reform_grid,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION;brollo2024fiscal,tau_j_r=tau_j_observed*(1+relative_delta_r),bounded_PERT,declared,True,False,False,regime_mechanical_upper_bound,regime_mechanical_upper_bound,author_approved,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.,False,OFFICIAL_V2_tau_C_relative_delta_r2_GLOBAL___r2,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.596058+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,tau_K_relative_delta_r2,fiscal_regime,,,,r2,calibrated_parameter,relative_delta_to_observed_effective_rate,0.15,0.1,0.25,calibrated_mechanical_reform_grid,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION;brollo2024fiscal,tau_j_r=tau_j_observed*(1+relative_delta_r),bounded_PERT,declared,True,False,False,regime_mechanical_upper_bound,regime_mechanical_upper_bound,author_approved,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.,False,OFFICIAL_V2_tau_K_relative_delta_r2_GLOBAL___r2,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.596058+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,tau_L_relative_delta_r2,fiscal_regime,,,,r2,calibrated_parameter,relative_delta_to_observed_effective_rate,0.15,0.1,0.25,calibrated_mechanical_reform_grid,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION;brollo2024fiscal,tau_j_r=tau_j_observed*(1+relative_delta_r),bounded_PERT,declared,True,False,False,regime_mechanical_upper_bound,regime_mechanical_upper_bound,author_approved,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.,False,OFFICIAL_V2_tau_L_relative_delta_r2_GLOBAL___r2,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.596058+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,base_broadening_delta_r3,fiscal_regime,,,,r3,calibrated_parameter,relative_base_broadening_index,0.05,0.02,0.08,calibrated_mechanical_reform_grid,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION,base_side_margin_only_when_not_already_in_effective_rate,bounded_PERT,declared,True,False,False,base_vs_rate_same_margin,base_vs_rate_same_margin,author_approved,Registered for regime audit. Primary effective-rate convention does not apply base-side and rate-side margins twice.,False,OFFICIAL_V2_base_broadening_delta_r3_GLOBAL___r3,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.596058+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,leakage_multiplier_r3,fiscal_regime,,,,r3,calibrated_parameter,relative_leakage_multiplier,0.9,0.75,1.0,calibrated_mechanical_reform_grid,PLAN_02_SEC_15_1,high_medium_low_leakage_order_encoded_as_multiplier,bounded_PERT,declared,True,False,False,leakage_vs_technology_shifting,leakage_vs_technology_shifting,author_approved,Only a pre-run ordered scalar for later engine use; leakage is not subtracted here.,False,OFFICIAL_V2_leakage_multiplier_r3_GLOBAL___r3,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.597051+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,tau_AI_eff_r3,fiscal_regime,,,,r3,calibrated_parameter,effective_AI_rent_capture_rate,0.05,0.02,0.1,paper_bounded_policy_grid,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION,tau_AI_eff positive only in r3/r4,bounded_PERT,declared,True,False,False,ai_rent_capture_without_lambda,ai_rent_capture_without_lambda,author_approved,Status quo and non-rent regimes have zero AI rent capture.,False,OFFICIAL_V2_tau_AI_eff_r3_GLOBAL___r3,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.597051+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,tau_C_relative_delta_r3,fiscal_regime,,,,r3,calibrated_parameter,relative_delta_to_observed_effective_rate,0.0,0.0,0.1,calibrated_mechanical_reform_grid,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION;brollo2024fiscal,tau_j_r=tau_j_observed*(1+relative_delta_r),bounded_PERT,declared,True,False,False,regime_mechanical_upper_bound,regime_mechanical_upper_bound,author_approved,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.,False,OFFICIAL_V2_tau_C_relative_delta_r3_GLOBAL___r3,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.597051+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,tau_K_relative_delta_r3,fiscal_regime,,,,r3,calibrated_parameter,relative_delta_to_observed_effective_rate,0.0,0.0,0.1,calibrated_mechanical_reform_grid,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION;brollo2024fiscal,tau_j_r=tau_j_observed*(1+relative_delta_r),bounded_PERT,declared,True,False,False,regime_mechanical_upper_bound,regime_mechanical_upper_bound,author_approved,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.,False,OFFICIAL_V2_tau_K_relative_delta_r3_GLOBAL___r3,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.597051+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,tau_L_relative_delta_r3,fiscal_regime,,,,r3,calibrated_parameter,relative_delta_to_observed_effective_rate,0.0,0.0,0.1,calibrated_mechanical_reform_grid,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION;brollo2024fiscal,tau_j_r=tau_j_observed*(1+relative_delta_r),bounded_PERT,declared,True,False,False,regime_mechanical_upper_bound,regime_mechanical_upper_bound,author_approved,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.,False,OFFICIAL_V2_tau_L_relative_delta_r3_GLOBAL___r3,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.597051+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,base_broadening_delta_r4,fiscal_regime,,,,r4,calibrated_parameter,relative_base_broadening_index,0.2,0.1,0.3,calibrated_mechanical_reform_grid,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION,base_side_margin_only_when_not_already_in_effective_rate,bounded_PERT,declared,True,False,False,base_vs_rate_same_margin,base_vs_rate_same_margin,author_approved,Registered for regime audit. Primary effective-rate convention does not apply base-side and rate-side margins twice.,False,OFFICIAL_V2_base_broadening_delta_r4_GLOBAL___r4,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.597051+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,leakage_multiplier_r4,fiscal_regime,,,,r4,calibrated_parameter,relative_leakage_multiplier,0.5,0.35,0.65,calibrated_mechanical_reform_grid,PLAN_02_SEC_15_1,high_medium_low_leakage_order_encoded_as_multiplier,bounded_PERT,declared,True,False,False,leakage_vs_technology_shifting,leakage_vs_technology_shifting,author_approved,Only a pre-run ordered scalar for later engine use; leakage is not subtracted here.,False,OFFICIAL_V2_leakage_multiplier_r4_GLOBAL___r4,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.597051+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,tau_AI_eff_r4,fiscal_regime,,,,r4,calibrated_parameter,effective_AI_rent_capture_rate,0.08,0.04,0.15,paper_bounded_policy_grid,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION,tau_AI_eff positive only in r3/r4,bounded_PERT,declared,True,False,False,ai_rent_capture_without_lambda,ai_rent_capture_without_lambda,author_approved,Status quo and non-rent regimes have zero AI rent capture.,False,OFFICIAL_V2_tau_AI_eff_r4_GLOBAL___r4,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.597051+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,tau_C_relative_delta_r4,fiscal_regime,,,,r4,calibrated_parameter,relative_delta_to_observed_effective_rate,0.25,0.15,0.35,calibrated_mechanical_reform_grid,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION;brollo2024fiscal,tau_j_r=tau_j_observed*(1+relative_delta_r),bounded_PERT,declared,True,False,False,regime_mechanical_upper_bound,regime_mechanical_upper_bound,author_approved,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.,False,OFFICIAL_V2_tau_C_relative_delta_r4_GLOBAL___r4,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.597051+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,tau_K_relative_delta_r4,fiscal_regime,,,,r4,calibrated_parameter,relative_delta_to_observed_effective_rate,0.25,0.15,0.35,calibrated_mechanical_reform_grid,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION;brollo2024fiscal,tau_j_r=tau_j_observed*(1+relative_delta_r),bounded_PERT,declared,True,False,False,regime_mechanical_upper_bound,regime_mechanical_upper_bound,author_approved,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.,False,OFFICIAL_V2_tau_K_relative_delta_r4_GLOBAL___r4,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.597051+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,tau_L_relative_delta_r4,fiscal_regime,,,,r4,calibrated_parameter,relative_delta_to_observed_effective_rate,0.25,0.15,0.35,calibrated_mechanical_reform_grid,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION;brollo2024fiscal,tau_j_r=tau_j_observed*(1+relative_delta_r),bounded_PERT,declared,True,False,False,regime_mechanical_upper_bound,regime_mechanical_upper_bound,author_approved,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.,False,OFFICIAL_V2_tau_L_relative_delta_r4_GLOBAL___r4,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.597051+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,E_aug,fiscal_channels,PER,,,,calibrated_parameter,share,0.11,0.08,0.14,official_4c_country_specific,PLAN_01_02,No automation/augmentation split in snapshot; augmentation uses LAC productive-exposure fallback.,bounded_PERT,0_to_1,True,False,False,none,none,author_approved,No automation/augmentation split in snapshot; augmentation uses LAC productive-exposure fallback.,True,OFFICIAL_V2_E_aug_PER___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.598062+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,RST,fiscal_channels,PER,,,,calibrated_parameter,index_0_to_1,0.39759036144578314,0.0,1.0,official_4c_country_specific,IMF_AIPI_DATA360;PLAN_01_SEC_14_6,"RST proxy uses AIPI human_capital_labor residualized on total AIPI over the international AIPI sample, then percentile-ranked.",bounded_PERT,0_to_1,True,False,False,none,none,author_approved,"RST proxy uses AIPI human_capital_labor residualized on total AIPI over the international AIPI sample, then percentile-ranked.",False,OFFICIAL_V2_RST_PER___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.598062+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,mpc_W,fiscal_channels,PER,,,,calibrated_parameter,share,0.7418444417661,0.5918444417661,0.8418444417661,official_4c_country_specific,WDI;PAPER_APP_FISCAL_CONVERSION,Final-consumption/GDP share as transparent proxy for labor-income MPC.,bounded_PERT,0_to_1,True,False,False,none,none,author_approved,Final-consumption/GDP share as transparent proxy for labor-income MPC.,False,OFFICIAL_V2_mpc_W_PER___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.598062+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,mpc_Pi,fiscal_channels,PER,,,,calibrated_parameter,share,0.37092222088305,0.22092222088305,0.52092222088305,official_4c_country_specific,WDI;PAPER_APP_FISCAL_CONVERSION,Profit-income MPC proxy set below labor-income proxy.,bounded_PERT,0_to_1,True,False,False,none,none,author_approved,Profit-income MPC proxy set below labor-income proxy.,False,OFFICIAL_V2_mpc_Pi_PER___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.598062+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,mpc_R,fiscal_channels,PER,,,,calibrated_parameter,share,0.556383331324575,0.40638333132457494,0.706383331324575,official_4c_country_specific,WDI;PAPER_APP_FISCAL_CONVERSION,Residual-income MPC proxy between labor and profit proxies.,bounded_PERT,0_to_1,True,False,False,none,none,author_approved,Residual-income MPC proxy between labor and profit proxies.,False,OFFICIAL_V2_mpc_R_PER___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.598062+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,nu_A,adoption_translation,PER,,,,calibrated_parameter,coefficient,1.0,0.25,2.0,official_4c_country_specific,PLAN_02_SEC_7_3,Preparedness coefficient; inert in frozen baseline because mu is inverted to target.,bounded_PERT,declared,True,False,False,none,none,author_approved,Preparedness coefficient; inert in frozen baseline because mu is inverted to target.,False,OFFICIAL_V2_nu_A_PER___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.598062+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,nu_I,adoption_translation,PER,,,,calibrated_parameter,coefficient,0.5,0.0,1.0,official_4c_country_specific,PLAN_02_SEC_7_3,Informality coefficient; inert in frozen baseline because mu is inverted to target.,bounded_PERT,declared,True,False,False,none,none,author_approved,Informality coefficient; inert in frozen baseline because mu is inverted to target.,False,OFFICIAL_V2_nu_I_PER___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.599055+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,nu_G,adoption_translation,PER,,,,calibrated_parameter,coefficient,0.5,0.0,1.0,official_4c_country_specific,PLAN_02_SEC_7_3,Gap coefficient; inert in frozen baseline because mu is inverted to target.,bounded_PERT,declared,True,False,False,none,none,author_approved,Gap coefficient; inert in frozen baseline because mu is inverted to target.,False,OFFICIAL_V2_nu_G_PER___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.599055+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,omega_I,adoption_translation,PER,,,,calibrated_parameter,coefficient,0.5,0.25,0.75,official_4c_country_specific,PLAN_02_SEC_7_3,Informality ceiling penalty; omega_I<1 is the paper economic restriction.,bounded_PERT,declared,True,False,False,none,none,author_approved,Informality ceiling penalty; omega_I<1 is the paper economic restriction.,False,OFFICIAL_V2_omega_I_PER___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.599055+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,omega_G,adoption_translation,PER,,,,calibrated_parameter,coefficient,0.5,0.25,0.75,official_4c_country_specific,PLAN_02_SEC_7_3,"Digital-gap ceiling penalty, now based on excluded coverage+speed Gap.",bounded_PERT,declared,True,False,False,none,none,author_approved,"Digital-gap ceiling penalty, now based on excluded coverage+speed Gap.",False,OFFICIAL_V2_omega_G_PER___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.599055+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,chi_Kbase,fiscal_channels,PER,,,,calibrated_parameter,share,0.7,0.55,0.85,official_4c_country_specific,AUTHOR_REVIEW_PENDING_NATIONAL_ACCOUNTS;PLAN_02_SEC_7_4_1,Share of non-labor surplus that is corporate taxable base; 1.0 only favorable variant.,bounded_PERT,0_to_1,True,False,False,none,none,author_approved,Share of non-labor surplus that is corporate taxable base; 1.0 only favorable variant.,False,OFFICIAL_V2_chi_Kbase_PER___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.599055+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,chi_dom,fiscal_channels,PER,,,,calibrated_parameter,share,0.95,0.85,1.0,official_4c_country_specific,AUTHOR_REVIEW_PENDING_NATIONAL_ACCOUNTS;PLAN_02_SEC_7_4_1,Domestic share of incremental corporate base.,bounded_PERT,0_to_1,True,False,False,none,none,author_approved,Domestic share of incremental corporate base.,False,OFFICIAL_V2_chi_dom_PER___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.599055+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
